"","activity_name","subject_id","feature","mean_signal_value"
"84","LAYING",2,"tBodyGyro.mean...Y",-0.111800824583333
"85","LAYING",2,"tBodyGyro.mean...Z",0.144882846104167
"86","LAYING",2,"tBodyGyroJerk.mean...X",-0.101974134208333
"87","LAYING",2,"tBodyGyroJerk.mean...Y",-0.0358590176083333
"88","LAYING",2,"tBodyGyroJerk.mean...Z",-0.0701783020833333
"89","LAYING",2,"tBodyAccMag.mean..",-0.977435485208333
"90","LAYING",2,"tGravityAccMag.mean..",-0.977435485208333
"91","LAYING",2,"tBodyAccJerkMag.mean..",-0.987741696041667
"92","LAYING",2,"tBodyGyroMag.mean..",-0.950011569583333
"93","LAYING",2,"tBodyGyroJerkMag.mean..",-0.991767074166667
"94","LAYING",2,"fBodyAcc.mean...X",-0.976725059791667
"95","LAYING",2,"fBodyAcc.mean...Y",-0.979800877916667
"96","LAYING",2,"fBodyAcc.mean...Z",-0.984380981875
"97","LAYING",2,"fBodyAccJerk.mean...X",-0.985813630833333
"98","LAYING",2,"fBodyAccJerk.mean...Y",-0.982768250416667
"99","LAYING",2,"fBodyAccJerk.mean...Z",-0.986197134583333
"100","LAYING",2,"fBodyGyro.mean...X",-0.9864311425
"101","LAYING",2,"fBodyGyro.mean...Y",-0.983321635416667
"102","LAYING",2,"fBodyGyro.mean...Z",-0.9626718875
"103","LAYING",2,"fBodyAccMag.mean..",-0.975110196458333
"104","LAYING",2,"fBodyBodyAccJerkMag.mean..",-0.985374114791667
"105","LAYING",2,"fBodyBodyGyroMag.mean..",-0.972112972708333
"106","LAYING",2,"fBodyBodyGyroJerkMag.mean..",-0.990248702291667
"107","LAYING",2,"angle.tBodyAccMean.gravity.",0.005791809625
"108","LAYING",2,"angle.tBodyAccJerkMean..gravityMean.",-0.00635557646875
"109","LAYING",2,"angle.tBodyGyroMean.gravityMean.",0.0652860108125
"110","LAYING",2,"angle.tBodyGyroJerkMean.gravityMean.",-0.0293710088554167
"111","LAYING",2,"angle.X.gravityMean.",0.617423415625
"112","LAYING",2,"angle.Y.gravityMean.",-0.519732551458333
"113","LAYING",2,"angle.Z.gravityMean.",-0.478928233958333
"114","LAYING",2,"tBodyAcc.std...X",-0.974059464791667
"115","LAYING",2,"tBodyAcc.std...Y",-0.98027739875
"116","LAYING",2,"tBodyAcc.std...Z",-0.984233296875
"117","LAYING",2,"tGravityAcc.std...X",-0.959014441458333
"118","LAYING",2,"tGravityAcc.std...Y",-0.988211865208333
"119","LAYING",2,"tGravityAcc.std...Z",-0.984230418125
"120","LAYING",2,"tBodyAccJerk.std...X",-0.98587216875
"121","LAYING",2,"tBodyAccJerk.std...Y",-0.98317254125
"122","LAYING",2,"tBodyAccJerk.std...Z",-0.988442014375
"123","LAYING",2,"tBodyGyro.std...X",-0.988275232916667
"124","LAYING",2,"tBodyGyro.std...Y",-0.982291608958333
"125","LAYING",2,"tBodyGyro.std...Z",-0.960306560416667
"126","LAYING",2,"tBodyGyroJerk.std...X",-0.993235849166667
"127","LAYING",2,"tBodyGyroJerk.std...Y",-0.989567537916667
"128","LAYING",2,"tBodyGyroJerk.std...Z",-0.98803582125
"129","LAYING",2,"tBodyAccMag.std..",-0.972873912916667
"130","LAYING",2,"tGravityAccMag.std..",-0.972873912916667
"131","LAYING",2,"tBodyAccJerkMag.std..",-0.98551807625
"132","LAYING",2,"tBodyGyroMag.std..",-0.961164053958333
"133","LAYING",2,"tBodyGyroJerkMag.std..",-0.989718095208333
"134","LAYING",2,"fBodyAcc.std...X",-0.973246482083333
"135","LAYING",2,"fBodyAcc.std...Y",-0.981025105625
"136","LAYING",2,"fBodyAcc.std...Z",-0.984792185
"137","LAYING",2,"fBodyAccJerk.std...X",-0.987250255833333
"138","LAYING",2,"fBodyAccJerk.std...Y",-0.984987392916667
"139","LAYING",2,"fBodyAccJerk.std...Z",-0.989345368541667
"140","LAYING",2,"fBodyGyro.std...X",-0.988860685833333
"141","LAYING",2,"fBodyGyro.std...Y",-0.981910616458333
"142","LAYING",2,"fBodyGyro.std...Z",-0.963174222291667
"143","LAYING",2,"fBodyAccMag.std..",-0.975121387916667
"144","LAYING",2,"fBodyBodyAccJerkMag.std..",-0.984568489166667
"145","LAYING",2,"fBodyBodyGyroMag.std..",-0.96109837875
"146","LAYING",2,"fBodyBodyGyroJerkMag.std..",-0.989492660416667
"147","LAYING",3,"tBodyAcc.mean...X",0.275516852741935
"148","LAYING",3,"tBodyAcc.mean...Y",-0.0189556785048387
"149","LAYING",3,"tBodyAcc.mean...Z",-0.101300477506452
"150","LAYING",3,"tGravityAcc.mean...X",-0.241758478064516
"151","LAYING",3,"tGravityAcc.mean...Y",0.837032099677419
"152","LAYING",3,"tGravityAcc.mean...Z",0.48870318516129
"153","LAYING",3,"tBodyAccJerk.mean...X",0.0769811125806452
"154","LAYING",3,"tBodyAccJerk.mean...Y",0.0138041011306452
"155","LAYING",3,"tBodyAccJerk.mean...Z",-0.00435625874355645
"156","LAYING",3,"tBodyGyro.mean...X",-0.0208170540330645
"157","LAYING",3,"tBodyGyro.mean...Y",-0.0718507159435484
"158","LAYING",3,"tBodyGyro.mean...Z",0.137999561112903
"159","LAYING",3,"tBodyGyroJerk.mean...X",-0.10004449883871
"160","LAYING",3,"tBodyGyroJerk.mean...Y",-0.0389771765322581
"161","LAYING",3,"tBodyGyroJerk.mean...Z",-0.06873387
"162","LAYING",3,"tBodyAccMag.mean..",-0.972791346129032
"163","LAYING",3,"tGravityAccMag.mean..",-0.972791346129032
"164","LAYING",3,"tBodyAccJerkMag.mean..",-0.979484593387097
"165","LAYING",3,"tBodyGyroMag.mean..",-0.951564751451613
"166","LAYING",3,"tBodyGyroJerkMag.mean..",-0.98671362516129
"167","LAYING",3,"fBodyAcc.mean...X",-0.980665609032258
"168","LAYING",3,"fBodyAcc.mean...Y",-0.961169982903226
"169","LAYING",3,"fBodyAcc.mean...Z",-0.968332141612903
"170","LAYING",3,"fBodyAccJerk.mean...X",-0.980513202258064
"171","LAYING",3,"fBodyAccJerk.mean...Y",-0.968752113709677
"172","LAYING",3,"fBodyAccJerk.mean...Z",-0.979122344354839
"173","LAYING",3,"fBodyGyro.mean...X",-0.970167262903226
"174","LAYING",3,"fBodyGyro.mean...Y",-0.978099682258065
"175","LAYING",3,"fBodyGyro.mean...Z",-0.962341960806452
"176","LAYING",3,"fBodyAccMag.mean..",-0.96552427516129
"177","LAYING",3,"fBodyBodyAccJerkMag.mean..",-0.975949597903226
"178","LAYING",3,"fBodyBodyGyroMag.mean..",-0.96458672483871
"179","LAYING",3,"fBodyBodyGyroJerkMag.mean..",-0.984278251290323
"180","LAYING",3,"angle.tBodyAccMean.gravity.",0.0178959376270161
"181","LAYING",3,"angle.tBodyAccJerkMean..gravityMean.",0.0166479534356452
"182","LAYING",3,"angle.tBodyGyroMean.gravityMean.",0.0455874765919355
"183","LAYING",3,"angle.tBodyGyroJerkMean.gravityMean.",0.0317261682790323
"184","LAYING",3,"angle.X.gravityMean.",0.423505857096774
"185","LAYING",3,"angle.Y.gravityMean.",-0.630062847096774
"186","LAYING",3,"angle.Z.gravityMean.",-0.346243070483871
"187","LAYING",3,"tBodyAcc.std...X",-0.982776639193548
"188","LAYING",3,"tBodyAcc.std...Y",-0.962057544516129
"189","LAYING",3,"tBodyAcc.std...Z",-0.96369103483871
"190","LAYING",3,"tGravityAcc.std...X",-0.982512193064516
"191","LAYING",3,"tGravityAcc.std...Y",-0.981202749677419
"192","LAYING",3,"tGravityAcc.std...Z",-0.964807543870968
"193","LAYING",3,"tBodyAccJerk.std...X",-0.98087931483871
"194","LAYING",3,"tBodyAccJerk.std...Y",-0.968710724677419
"195","LAYING",3,"tBodyAccJerk.std...Z",-0.982093162903226
"196","LAYING",3,"tBodyGyro.std...X",-0.974545752096774
"197","LAYING",3,"tBodyGyro.std...Y",-0.977272653709677
"198","LAYING",3,"tBodyGyro.std...Z",-0.963505609032258
"199","LAYING",3,"tBodyGyroJerk.std...X",-0.980328645
"200","LAYING",3,"tBodyGyroJerk.std...Y",-0.986762741935484
"201","LAYING",3,"tBodyGyroJerk.std...Z",-0.983338279516129
"202","LAYING",3,"tBodyAccMag.std..",-0.964218176451613
"203","LAYING",3,"tGravityAccMag.std..",-0.964218176451613
"204","LAYING",3,"tBodyAccJerkMag.std..",-0.976121297903226
"205","LAYING",3,"tBodyGyroMag.std..",-0.954275110967742
"206","LAYING",3,"tBodyGyroJerkMag.std..",-0.983139255645161
"207","LAYING",3,"fBodyAcc.std...X",-0.983691129032258
"208","LAYING",3,"fBodyAcc.std...Y",-0.964094604193548
"209","LAYING",3,"fBodyAcc.std...Z",-0.96327908016129
"210","LAYING",3,"fBodyAccJerk.std...X",-0.983122615967742
"211","LAYING",3,"fBodyAccJerk.std...Y",-0.971044012741936
"212","LAYING",3,"fBodyAccJerk.std...Z",-0.983711904677419
"213","LAYING",3,"fBodyGyro.std...X",-0.975986433709677
"214","LAYING",3,"fBodyGyro.std...Y",-0.977032495483871
"215","LAYING",3,"fBodyGyro.std...Z",-0.967256854193548
"216","LAYING",3,"fBodyAccMag.std..",-0.968350217419355
"217","LAYING",3,"fBodyBodyAccJerkMag.std..",-0.975305377903226
"218","LAYING",3,"fBodyBodyGyroMag.std..",-0.955441855806452
"219","LAYING",3,"fBodyBodyGyroJerkMag.std..",-0.982568158064516
"220","LAYING",4,"tBodyAcc.mean...X",0.263559214981481
"221","LAYING",4,"tBodyAcc.mean...Y",-0.0150031841055556
"222","LAYING",4,"tBodyAcc.mean...Z",-0.110688150314815
"223","LAYING",4,"tGravityAcc.mean...X",-0.420664662222222
"224","LAYING",4,"tGravityAcc.mean...Y",0.915165104259259
"225","LAYING",4,"tGravityAcc.mean...Z",0.341531310555556
"226","LAYING",4,"tBodyAccJerk.mean...X",0.0934494217777778
"227","LAYING",4,"tBodyAccJerk.mean...Y",0.00693313213968519
"228","LAYING",4,"tBodyAccJerk.mean...Z",-0.00641054328740741
"229","LAYING",4,"tBodyGyro.mean...X",-0.00923156347222222
"230","LAYING",4,"tBodyGyro.mean...Y",-0.0930128180759259
"231","LAYING",4,"tBodyGyro.mean...Z",0.169720404092593
"232","LAYING",4,"tBodyGyroJerk.mean...X",-0.105019877685185
"233","LAYING",4,"tBodyGyroJerk.mean...Y",-0.0381230432222222
"234","LAYING",4,"tBodyGyroJerk.mean...Z",-0.0712156288333333
"235","LAYING",4,"tBodyAccMag.mean..",-0.954557603148148
"236","LAYING",4,"tGravityAccMag.mean..",-0.954557603148148
"237","LAYING",4,"tBodyAccJerkMag.mean..",-0.970095771666667
"238","LAYING",4,"tBodyGyroMag.mean..",-0.930236462592593
"239","LAYING",4,"tBodyGyroJerkMag.mean..",-0.985068502037037
"240","LAYING",4,"fBodyAcc.mean...X",-0.958802077592593
"241","LAYING",4,"fBodyAcc.mean...Y",-0.938883374444444
"242","LAYING",4,"fBodyAcc.mean...Z",-0.967504278888889
"243","LAYING",4,"fBodyAccJerk.mean...X",-0.978542457407407
"244","LAYING",4,"fBodyAccJerk.mean...Y",-0.943969987222222
"245","LAYING",4,"fBodyAccJerk.mean...Z",-0.975383329444444
"246","LAYING",4,"fBodyGyro.mean...X",-0.967203736481482
"247","LAYING",4,"fBodyGyro.mean...Y",-0.972187839074074
"248","LAYING",4,"fBodyGyro.mean...Z",-0.961479262592593
"249","LAYING",4,"fBodyAccMag.mean..",-0.939389701296296
"250","LAYING",4,"fBodyBodyAccJerkMag.mean..",-0.96228712537037
"251","LAYING",4,"fBodyBodyGyroMag.mean..",-0.961556660185185
"252","LAYING",4,"fBodyBodyGyroJerkMag.mean..",-0.983609073333333
"253","LAYING",4,"angle.tBodyAccMean.gravity.",-0.00235775253703703
"254","LAYING",4,"angle.tBodyAccJerkMean..gravityMean.",-0.0155037568068519
"255","LAYING",4,"angle.tBodyGyroMean.gravityMean.",0.0071296052962963
"256","LAYING",4,"angle.tBodyGyroJerkMean.gravityMean.",0.036656730987037
"257","LAYING",4,"angle.X.gravityMean.",0.553489757592593
"258","LAYING",4,"angle.Y.gravityMean.",-0.763217167407407
"259","LAYING",4,"angle.Z.gravityMean.",-0.229790432925926
"260","LAYING",4,"tBodyAcc.std...X",-0.954193738888889
"261","LAYING",4,"tBodyAcc.std...Y",-0.941714042407407
"262","LAYING",4,"tBodyAcc.std...Z",-0.962667314814815
"263","LAYING",4,"tGravityAcc.std...X",-0.921199965925926
"264","LAYING",4,"tGravityAcc.std...Y",-0.969816635740741
"265","LAYING",4,"tGravityAcc.std...Z",-0.976176608888889
"266","LAYING",4,"tBodyAccJerk.std...X",-0.978302781111111
"267","LAYING",4,"tBodyAccJerk.std...Y",-0.942209488333333
"268","LAYING",4,"tBodyAccJerk.std...Z",-0.978511984259259
"269","LAYING",4,"tBodyGyro.std...X",-0.973102422222222
"270","LAYING",4,"tBodyGyro.std...Y",-0.961109291851852
"271","LAYING",4,"tBodyGyro.std...Z",-0.962073755
"272","LAYING",4,"tBodyGyroJerk.std...X",-0.975103204259259
"273","LAYING",4,"tBodyGyroJerk.std...Y",-0.986855629814815
"274","LAYING",4,"tBodyGyroJerk.std...Z",-0.983965359814815
"275","LAYING",4,"tBodyAccMag.std..",-0.931292216611111
"276","LAYING",4,"tGravityAccMag.std..",-0.931292216611111
"277","LAYING",4,"tBodyAccJerkMag.std..",-0.960786430740741
"278","LAYING",4,"tBodyGyroMag.std..",-0.947031781666667
"279","LAYING",4,"tBodyGyroJerkMag.std..",-0.982698213703704
"280","LAYING",4,"fBodyAcc.std...X",-0.952464881481481
"281","LAYING",4,"fBodyAcc.std...Y",-0.946380971111111
"282","LAYING",4,"fBodyAcc.std...Z",-0.962154454259259
"283","LAYING",4,"fBodyAccJerk.std...X",-0.980079292592593
"284","LAYING",4,"fBodyAccJerk.std...Y",-0.944366881666667
"285","LAYING",4,"fBodyAccJerk.std...Z",-0.980261236296296
"286","LAYING",4,"fBodyGyro.std...X",-0.975094739444444
"287","LAYING",4,"fBodyGyro.std...Y",-0.956182500185185
"288","LAYING",4,"fBodyGyro.std...Z",-0.965807466666667
"289","LAYING",4,"fBodyAccMag.std..",-0.937187975962963
"290","LAYING",4,"fBodyBodyAccJerkMag.std..",-0.958037119259259
"291","LAYING",4,"fBodyBodyGyroMag.std..",-0.947100325185185
"292","LAYING",4,"fBodyBodyGyroJerkMag.std..",-0.982543631666667
"293","LAYING",5,"tBodyAcc.mean...X",0.278334325576923
"294","LAYING",5,"tBodyAcc.mean...Y",-0.0183042123269231
"295","LAYING",5,"tBodyAcc.mean...Z",-0.107937603673077
"296","LAYING",5,"tGravityAcc.mean...X",-0.483470597692308
"297","LAYING",5,"tGravityAcc.mean...Y",0.954890346153846
"298","LAYING",5,"tGravityAcc.mean...Z",0.263644691923077
"299","LAYING",5,"tBodyAccJerk.mean...X",0.0848164824230769
"300","LAYING",5,"tBodyAccJerk.mean...Y",0.00747460829615385
"301","LAYING",5,"tBodyAccJerk.mean...Z",-0.00304067159653846
"302","LAYING",5,"tBodyGyro.mean...X",-0.0218935013501923
"303","LAYING",5,"tBodyGyro.mean...Y",-0.0798709596153846
"304","LAYING",5,"tBodyGyro.mean...Z",0.159894366942308
"305","LAYING",5,"tBodyGyroJerk.mean...X",-0.102114125
"306","LAYING",5,"tBodyGyroJerk.mean...Y",-0.0404446925288462
"307","LAYING",5,"tBodyGyroJerk.mean...Z",-0.07083096875
"308","LAYING",5,"tBodyAccMag.mean..",-0.966777882884615
"309","LAYING",5,"tGravityAccMag.mean..",-0.966777882884615
"310","LAYING",5,"tBodyAccJerkMag.mean..",-0.980141253846154
"311","LAYING",5,"tBodyGyroMag.mean..",-0.946938300576923
"312","LAYING",5,"tBodyGyroJerkMag.mean..",-0.9864194225
"313","LAYING",5,"fBodyAcc.mean...X",-0.968741678461538
"314","LAYING",5,"fBodyAcc.mean...Y",-0.965419520961538
"315","LAYING",5,"fBodyAcc.mean...Z",-0.977007724615385
"316","LAYING",5,"fBodyAccJerk.mean...X",-0.982689657115385
"317","LAYING",5,"fBodyAccJerk.mean...Y",-0.965328566153846
"318","LAYING",5,"fBodyAccJerk.mean...Z",-0.983250309423077
"319","LAYING",5,"fBodyGyro.mean...X",-0.975797491730769
"320","LAYING",5,"fBodyGyro.mean...Y",-0.978249645769231
"321","LAYING",5,"fBodyGyro.mean...Z",-0.963202948461538
"322","LAYING",5,"fBodyAccMag.mean..",-0.962234984038462
"323","LAYING",5,"fBodyBodyAccJerkMag.mean..",-0.977356379807692
"324","LAYING",5,"fBodyBodyGyroMag.mean..",-0.968257068846154
"325","LAYING",5,"fBodyBodyGyroJerkMag.mean..",-0.984618025769231
"326","LAYING",5,"angle.tBodyAccMean.gravity.",0.0212091926730769
"327","LAYING",5,"angle.tBodyAccJerkMean..gravityMean.",0.0553647963480769
"328","LAYING",5,"angle.tBodyGyroMean.gravityMean.",-0.00581288916980769
"329","LAYING",5,"angle.tBodyGyroJerkMean.gravityMean.",-0.0344420261538462
"330","LAYING",5,"angle.X.gravityMean.",0.598732659615385
"331","LAYING",5,"angle.Y.gravityMean.",-0.825299860384615
"332","LAYING",5,"angle.Z.gravityMean.",-0.168146326730769
"333","LAYING",5,"tBodyAcc.std...X",-0.965934509615385
"334","LAYING",5,"tBodyAcc.std...Y",-0.969295613269231
"335","LAYING",5,"tBodyAcc.std...Z",-0.968562516346154
"336","LAYING",5,"tGravityAcc.std...X",-0.945695336153846
"337","LAYING",5,"tGravityAcc.std...Y",-0.985964053846154
"338","LAYING",5,"tGravityAcc.std...Z",-0.977076645
"339","LAYING",5,"tBodyAccJerk.std...X",-0.983307862115385
"340","LAYING",5,"tBodyAccJerk.std...Y",-0.964560430961538
"341","LAYING",5,"tBodyAccJerk.std...Z",-0.985419368461538
"342","LAYING",5,"tBodyGyro.std...X",-0.979498706538461
"343","LAYING",5,"tBodyGyro.std...Y",-0.977427370576923
"344","LAYING",5,"tBodyGyro.std...Z",-0.960583776923077
"345","LAYING",5,"tBodyGyroJerk.std...X",-0.983422257692308
"346","LAYING",5,"tBodyGyroJerk.std...Y",-0.983759479230769
"347","LAYING",5,"tBodyGyroJerk.std...Z",-0.989679592307692
"348","LAYING",5,"tBodyAccMag.std..",-0.958612786346154
"349","LAYING",5,"tGravityAccMag.std..",-0.958612786346154
"350","LAYING",5,"tBodyAccJerkMag.std..",-0.977477145384615
"351","LAYING",5,"tBodyGyroMag.std..",-0.958287921923077
"352","LAYING",5,"tBodyGyroJerkMag.std..",-0.98377138
"353","LAYING",5,"fBodyAcc.std...X",-0.964953893653846
"354","LAYING",5,"fBodyAcc.std...Y",-0.972909186730769
"355","LAYING",5,"fBodyAcc.std...Z",-0.965882191153846
"356","LAYING",5,"fBodyAccJerk.std...X",-0.985625270384615
"357","LAYING",5,"fBodyAccJerk.std...Y",-0.96624258
"358","LAYING",5,"fBodyAccJerk.std...Z",-0.986135599038461
"359","LAYING",5,"fBodyGyro.std...X",-0.980705769807692
"360","LAYING",5,"fBodyGyro.std...Y",-0.977257800961538
"361","LAYING",5,"fBodyGyro.std...Z",-0.963305738076923
"362","LAYING",5,"fBodyAccMag.std..",-0.962525369423077
"363","LAYING",5,"fBodyBodyAccJerkMag.std..",-0.976381934807692
"364","LAYING",5,"fBodyBodyGyroMag.std..",-0.959263063269231
"365","LAYING",5,"fBodyBodyGyroJerkMag.std..",-0.983434493076923
"366","LAYING",6,"tBodyAcc.mean...X",0.248656520140351
"367","LAYING",6,"tBodyAcc.mean...Y",-0.0102529170561404
"368","LAYING",6,"tBodyAcc.mean...Z",-0.133119570368421
"369","LAYING",6,"tGravityAcc.mean...X",-0.47670987877193
"370","LAYING",6,"tGravityAcc.mean...Y",0.956593814210526
"371","LAYING",6,"tGravityAcc.mean...Z",0.175867709021053
"372","LAYING",6,"tBodyAccJerk.mean...X",0.0963481955263158
"373","LAYING",6,"tBodyAccJerk.mean...Y",-0.00114529240245614
"374","LAYING",6,"tBodyAccJerk.mean...Z",0.00328817288070175
"375","LAYING",6,"tBodyGyro.mean...X",-0.0079605026754386
"376","LAYING",6,"tBodyGyro.mean...Y",-0.107218315054386
"377","LAYING",6,"tBodyGyro.mean...Z",0.179102058245614
"378","LAYING",6,"tBodyGyroJerk.mean...X",-0.111267284631579
"379","LAYING",6,"tBodyGyroJerk.mean...Y",-0.0424104289992982
"380","LAYING",6,"tBodyGyroJerk.mean...Z",-0.0717774743859649
"381","LAYING",6,"tBodyAccMag.mean..",-0.918878850824561
"382","LAYING",6,"tGravityAccMag.mean..",-0.918878850824561
"383","LAYING",6,"tBodyAccJerkMag.mean..",-0.954750504912281
"384","LAYING",6,"tBodyGyroMag.mean..",-0.908980174736842
"385","LAYING",6,"tBodyGyroJerkMag.mean..",-0.955645738245614
"386","LAYING",6,"fBodyAcc.mean...X",-0.939114254210526
"387","LAYING",6,"fBodyAcc.mean...Y",-0.923706791403509
"388","LAYING",6,"fBodyAcc.mean...Z",-0.938044912280702
"389","LAYING",6,"fBodyAccJerk.mean...X",-0.967072436842105
"390","LAYING",6,"fBodyAccJerk.mean...Y",-0.936043420175439
"391","LAYING",6,"fBodyAccJerk.mean...Z",-0.954425844736842
"392","LAYING",6,"fBodyGyro.mean...X",-0.935439769649123
"393","LAYING",6,"fBodyGyro.mean...Y",-0.941771544385965
"394","LAYING",6,"fBodyGyro.mean...Z",-0.932636612807018
"395","LAYING",6,"fBodyAccMag.mean..",-0.91235165222807
"396","LAYING",6,"fBodyBodyAccJerkMag.mean..",-0.948655471052632
"397","LAYING",6,"fBodyBodyGyroMag.mean..",-0.930153639473684
"398","LAYING",6,"fBodyBodyGyroJerkMag.mean..",-0.953695957368421
"399","LAYING",6,"angle.tBodyAccMean.gravity.",0.0049894390845614
"400","LAYING",6,"angle.tBodyAccJerkMean..gravityMean.",0.032217035422807
"401","LAYING",6,"angle.tBodyGyroMean.gravityMean.",0.0859389874070175
"402","LAYING",6,"angle.tBodyGyroJerkMean.gravityMean.",-0.0350566811964912
"403","LAYING",6,"angle.X.gravityMean.",0.593394403508772
"404","LAYING",6,"angle.Y.gravityMean.",-0.874567701929825
"405","LAYING",6,"angle.Z.gravityMean.",-0.106624418668421
